author,avgrating,awards,five_stars,four_stars,genre,numpages,one_stars,origpubdate,pubyear,pubdate,publisher,three_stars,title,totalratings,totalreviews,two_stars
Al Ries,4.05,,4786,3979,Business,213,276,1980,1980,January 3rd 2001,McGraw-Hill Companies,2205,Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,11802,280,556
Truddi Chase,4.03,,5738,4946,Nonfiction,400,258,1980,1980,April 1st 1990,Berkley Books,3145,When Rabbit Howls,14760,511,673
Robert K. Massie,4.22,"Pulitzer Prize for Biography or Autobiography (1981),National Book Award Finalist for Autobiography/BiographyHardcover (1981) & (Paperback) (1982)",4948,3432,Biography,909,233,1980,1980,April 19th 2001,W&N,1382,Peter the Great: His Life and World,10274,616,279
Octavia E. Butler,4.21,,5467,4719,Science Fiction,320,97,1980,1980,April 1st 2001,Grand Central Publishing,1841,Wild Seed,12476,1173,352
Pat Conroy,4.29,,10336,8405,Fiction,512,108,1980,1980,February 24th 1997,Bantam,2835,The Lords of Discipline,22098,1199,414
David Brin,3.67,,4146,7296,Science Fiction,340,395,1980,1980,July 21st 2010,Bantam Spectra,6424,Sundiver,19844,552,1583
Alija Izetbegović,4.46,,4556,1828,Philosophy,416,89,1980,1980,January 1st 1994,مؤسسة بافاريا للنشر والإعلام والخدمات,626,الإسلام بين الشرق والغرب,7255,1367,156
Dorie Greenspan,4.18,,6317,3303,Food and Drink,528,360,1980,1980,November 1st 2006,Rux Martin/Houghton Mifflin Harcourt,1997,Baking: From My Home to Yours,12488,136,511
Gene Wolfe,3.79,,5705,5644,Fantasy,262,677,1980,1980,June 3rd 1984,Pocket Books,4000,The Shadow of the Torturer,17689,978,1663
Dean Koontz,3.91,,8876,10080,Horror,464,358,1980,1980,June 27th 2006,Berkley,7594,Whispers,28344,517,1436
Roland Barthes,3.93,,11744,8760,Art,119,1213,1980,1980,May 1st 1982,Hill and Wang,6010,Camera Lucida: Reflections on Photography,29778,483,2051
Sidney Sheldon,3.92,,9765,11495,Fiction,512,336,1980,1980,August 3rd 1999,HarperCollins Publishers,7932,Rage of Angels,31225,936,1697
David D. Burns,3.97,,7589,6128,Nonfiction,736,607,1980,1980,December 30th 2008,Harper,4059,Feeling Good: The New Mood Therapy,19562,616,1179
J.R.R. Tolkien,3.94,,7866,9473,Fiction,452,222,1980,1980,June 1st 2000,HarperCollins Publishers,6083,Unfinished Tales of Númenor and Middle-Earth,24945,544,1301
Danny Sugerman,3.93,,10586,11604,Music,384,568,1980,1980,April 14th 2006,Grand Central Publishing,7905,No One Here Gets Out Alive,32307,684,1644
Frank W. Abagnale,4.06,,14236,15453,Nonfiction,224,392,1980,1980,January 23rd 2003,Mainstream Publishing,7886,Catch Me If You Can: The True Story of a Real Fake,39393,1935,1426
V.C. Andrews,3.82,,14309,15249,Fiction,439,1034,1980,1980,November 28th 1990,Pocket,12355,Petals on the Wind,46557,1765,3610
Dan Millman,4.13,,17774,12158,Spirituality,240,790,1980,1980,April 13th 2006,HJ Kramer,6460,Way of the Peaceful Warrior: A Book That Changes Lives,39043,1668,1861
Marilynne Robinson,3.82,,10687,10646,Fiction,219,1017,1980,1980,November 1st 2004,Picador USA,7540,Housekeeping,32897,4345,3007
Ann Rule,4.13,Washington State Book Award (1981),18114,16510,Crime,560,396,1980,1980,June 1st 2001,Signet,8161,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,44630,2224,1449
Tom Robbins,4.04,,23576,23998,Fiction,277,997,1980,1980,April 9th 2001,No Exit Press,12169,Still Life with Woodpecker,63616,2571,2876
Lynne Reid Banks,3.9,,27478,29881,Fantasy,192,1533,1980,1980,2003,Collins,22079,The Indian in the Cupboard,85761,1928,4790
Stephen King,3.93,,29329,33127,Horror,230,1060,1980,1980,October 2nd 2007,Signet,22591,The Mist,91022,1704,4915
Michael Crichton,3.57,,26232,47405,Fiction,442,2978,1980,1980,October 28th 2003,Avon Books,49664,Congo,140486,1703,14207
Carl Sagan,4.35,,52058,25411,Science,384,1653,1980,1980,May 7th 2002,Random House,10022,Cosmos,91528,2169,2384
Howard Zinn,4.07,,69637,45688,Nonfiction,729,6932,1980,1980,August 2nd 2005,Harper Perennial,22910,A People's History of the United States,152613,4630,7446
Umberto Eco,4.11,"إمبيرتو,Premio Strega (1981),Edgar Award Nominee for Best Novel (1984),PEN Translation Prize for William Weaver (1984),Premio Anghiari (1981)",102495,84670,Fiction,536,4964,1980,1980,September 28th 1994,Harvest Books,38665,The Name of the Rose,241464,6652,10670
بهاء طاهر,3.62,,536,1024,Novels,200,68,1985,1985,1985,دار الآداب,868,قالت ضحى,2754,408,258
Jennifer Crusie,3.64,,2080,3653,Romance,240,183,October 1st 1996,1996,October 1st 1996,Bantam Books,3641,The Cinderella Deal,10384,942,827
H.P. Lovecraft,4.3,,4611,2955,Horror,379,91,October 1st 1996,1996,October 1st 1996,Del Rey,1242,The Transition of H. P. Lovecraft: The Road to Madness,9072,81,173
K.A. Applegate,3.79,,3526,3483,Science Fiction,184,389,June 1st 1996,1996,June 1st 1996,Scholastic,3096,The Invasion,11310,673,816
Catherine Anderson,4.2,,5301,3458,Romance,410,186,35065,1996,Jan-96,Avon,1634,Annie's Song,11032,862,453
Bill Watterson,4.74,,14472,2940,Sequential Art,176,25,March 1st 1996,1996,March 1st 1996,Andrews McMeel Publishing,712,There's Treasure Everywhere,18225,157,76
Clive Cussler,3.98,,4875,6148,Fiction,537,77,January 1st 1996,1996,January 1st 1996,Downtown Press,3909,Shock Wave,15501,339,492
Bill Watterson,4.76,,19346,3821,Sequential Art,176,38,September 1st 1996,1996,September 1st 1996,Andrews McMeel Publishing,871,It's a Magical World,24136,310,60
Terry Pratchett,4.29,,13190,10375,Fantasy,167,92,May 1st 1996,1996,May 1st 1996,Transworld Publishers,3953,Mort: The Play,28016,110,406
Lynn Flewelling,4.08,,6236,5752,Fantasy,479,270,35309,1996,Sep-96,Bantam Spectra,2793,Luck in the Shadows,15737,894,686
Nora Roberts,4.08,,10516,9516,Romance,371,160,January 1st 1996,1996,January 1st 1996,Jove,6010,Born in Shame,27153,613,951
Susan Elizabeth Phillips,4.21,,18171,11789,Romance,384,586,February 1st 1996,1996,February 1st 1996,Avon,5743,Kiss an Angel,37703,2448,1414
Kenneth Branagh,4.13,,72275,54228,Classics,224,1911,November 17th 1996,1996,November 17th 1996,W. W. Norton  Company,32241,"Hamlet: Screenplay, Introduction And Film Diary",167303,227,6648
Eric Carle,4.15,,4170,2636,Childrens,32,102,June 1st 1995,1995,June 1st 1995,Philomel Books,1831,The Very Lonely Firefly,9059,197,320
بهاء طاهر,3.83,,1710,1892,Novels,254,184,1995,1995,1995,دار الأداب,1346,الحب في المنفى,5510,662,378
Kazuo Ishiguro,3.52,"Whitbread Award Nominee for Novel (1995),Cheltenham Prize for Literature (1995)",2003,2271,Fiction,535,603,1995,1995,1995,Faber and Faber,1986,The Unconsoled,7877,990,1014
Dr. Seuss,4.04,,4158,2301,Art,95,358,October 3rd 1995,1995,October 3rd 1995,Random House,1618,The Secret Art of Dr. Seuss,8967,99,532
Douglas Coupland,3.88,,6325,8499,Fiction,371,297,1995,1995,1995,Harper Perennial,5406,Microserfs,21872,844,1345
Loretta Chase,4.11,,10228,7837,Romance,375,458,34700,1995,Jan-95,Avon Books,4052,Lord of Scoundrels,23650,1793,1075
Oliver Sacks,4.18,,5455,5926,Nonfiction,318,73,1995,1995,1995,Picador,2112,An Anthropologist on Mars: Seven Paradoxical Tales,13861,825,295
T.C. Boyle,3.64,"Audie Award for Narration by the Author or Authors (2007),Prix Médicis Etranger (1997)",5499,8864,Fiction,355,1056,1995,1995,1995,Penguin Books,6090,The Tortilla Curtain,23866,2766,2357
Susan Elizabeth Phillips,4.08,,10437,9967,Romance,384,313,April 1st 1995,1995,April 1st 1995,Avon,5234,"Heaven, Texas",27038,1150,1087
Francine Rivers,4.4,,15189,6976,Christian Fiction,520,137,1995,1995,1995,Tyndale House Publishers,3041,As Sure as the Dawn,26001,990,658
Andrzej Sapkowski,4.31,,13375,10474,Fantasy,319,102,1995,1995,1995,superNOWA,3525,Czas pogardy,27978,769,502
Terry Pratchett,4.07,,14810,17349,Fantasy,285,103,1995,1995,1995,Gollancz,9316,Maskerade,42680,1014,1102
Terry Goodkind,4.11,,38475,33674,Fantasy,979,1617,September 15th 1995,1995,September 15th 1995,Tor Books,15751,Stone of Tears,93394,1603,3877
Stephen King,3.68,,21635,24292,Horror,608,2133,1995,1995,1995,Hodder and Stoughton,24705,Rose Madder,81119,1894,8354
Michael Crichton,3.74,,23684,36284,Fiction,448,1392,1995,1995,1995,"Alfred A. Knopf, Inc.",30101,The Lost World,99011,2685,7550
J.D. Robb,4.12,,62912,42582,Mystery,306,3733,July 1st 1995,1995,July 1st 1995,Berkley Publishing Group,23003,Naked in Death,138010,4817,5780
Dave Pelzer,4.09,,145624,101632,Nonfiction,184,7999,September 1st 1995,1995,September 1st 1995,Hci,58623,"A Child Called ""It""",330678,14384,16800
L.J. Smith,3.8,,2082,2004,Young Adult,230,334,December 1st 1994,1994,December 1st 1994,Simon Pulse,1469,The Strange Power,6324,220,435
Patricia Polacco,4.47,,6306,2435,Childrens,48,81,September 15th 1994,1994,September 15th 1994,Philomel Books,964,Pink and Say,9977,690,191
Gene Wolfe,4.32,,5125,2681,Fantasy,411,100,October 15th 1994,1994,October 15th 1994,Orb Books,1193,Sword & Citadel,9428,342,329
Kevin J. Anderson,3.67,,2611,3774,Media Tie In,368,245,34608,1994,Oct-94,Bantam Spectra Books,3713,Champions of the Force,11302,143,959
Elizabeth  George,4.05,,3816,5168,Mystery,619,61,1994,1994,1994,Bantam,2431,Playing for the Ashes,11778,341,302
Kevin J. Anderson,3.62,,2419,4112,Media Tie In,368,255,34516,1994,Jul-94,Bantam Spectra Books,4033,Dark Apprentice,11856,146,1037
Kevin J. Anderson,3.64,,2935,4575,Media Tie In,355,298,34394,1994,Mar-94,Bantam Spectra Books,4590,Jedi Search,13542,245,1144
David Weber,4.16,,6742,7214,Science Fiction,376,80,April 1st 1994,1994,April 1st 1994,Baen,2992,The Short Victorious War,17354,367,326
Gene Wolfe,4.04,,5941,4019,Fantasy,413,406,October 15th 1994,1994,October 15th 1994,Orb Books,2260,Shadow & Claw,13608,876,982
Francine Rivers,4.61,,25025,7770,Christian Fiction,461,138,1994,1994,1994,Tyndale House Publishers,2236,An Echo in the Darkness,35539,1437,370
Doris Kearns Goodwin,4.17,,16387,9818,History,759,973,1994,1994,1994,Simon & Schuster (NY),4703,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,33358,1160,1477
Michael Crichton,3.77,,15342,23273,Fiction,455,955,1994,1994,1994,Arrow,18651,Disclosure,62473,793,4252
Amanda Quick,3.95,,2403,2885,Romance,352,71,April 28th 1993,1993,April 28th 1993,Bantam Books,1945,Dangerous,7615,274,311
Nick Bantock,4.16,,3495,2684,Fiction,46,82,August 1st 1993,1993,August 1st 1993,Chronicle Books,1400,The Golden Mean,7937,306,276
Philip Kerr,4.21,,2758,2706,Fiction,834,56,1993,1993,1993,G.P. Putnam's Sons,845,Berlin Noir: March Violets / The Pale Criminal / A German Requiem,6536,483,171
Patricia Briggs,3.87,,2674,3569,Fantasy,199,109,December 1st 1993,1993,December 1st 1993,Ace,2563,Masques,9425,597,510
Michael Azerrad,4.03,,2717,2585,Music,355,81,September 1st 1993,1993,September 1st 1993,Three Rivers Press,1624,Come As You Are: The Story of Nirvana,7319,167,312
Jack Kornfield,4.26,,4082,2796,Religion,384,72,June 1st 1993,1993,June 1st 1993,Bantam,1261,A Path with Heart: A Guide Through the Perils and Promises of Spiritual Life,8421,219,210
Allen Say,4.12,,6329,4488,Childrens,32,272,1993,1993,1993,Houghton Mifflin Company,2556,Grandfather's Journey,14249,1233,604
Kevin Henkes,4.25,,8059,4808,Childrens,32,173,1993,1993,1993,Greenwillow Books,2509,Owen,16024,595,475
Iain M. Banks,4.1,,4891,5122,Science Fiction,480,110,1993,1993,1993,Orbit,2379,Against a Dark Background,12951,372,449
Nevada Barr,3.86,,3816,5558,Mystery,218,225,1993,1993,1993,Avon,3753,Track of the Cat,14033,840,681
Sandra Boynton,4.25,,10642,5296,Childrens,24,320,October 1st 1993,1993,October 1st 1993,Workman Publishing Company,3146,Barnyard Dance,20127,435,723
Bill Watterson,4.69,,16115,3723,Sequential Art,176,114,September 1st 1993,1993,September 1st 1993,Andrews McMeel Publishing,958,The Days Are Just Packed,21061,244,151
Janell Cannon,4.23,,49121,26182,Childrens,48,1498,April 30th 1993,1993,April 30th 1993,HMH Books for Young Readers,15373,Stellaluna,95808,1328,3634
James Herriot,4.43,,5806,2404,Childrens,260,113,September 1st 1992,1992,September 1st 1992,St. Martin's Press,1032,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,9529,236,174
Elizabeth  George,3.99,,3105,5197,Mystery,388,54,1992,1992,1992,Bantam,2505,For the Sake of Elena,11153,366,292
Elizabeth Moon,4.29,,5741,3234,Fantasy,1040,150,February 1st 1992,1992,February 1st 1992,Baen,1347,The Deed of Paksenarrion,10866,590,394
Bill Watterson,4.73,,13794,3080,Sequential Art,255,19,1992,1992,1992,Warner Books,686,The Indispensable Calvin and Hobbes,17644,345,65
L.J. Smith,3.82,,4810,4269,Fantasy,320,462,1992,1992,1992,HarperPrism,3711,The Initiation,14392,637,1140
Marcus Pfister,4.16,,51067,25311,Childrens,24,2145,1992,1992,1992,North-South Books,18296,The Rainbow Fish,101944,2057,5125
Jude Deveraux,3.93,,2150,2362,Romance,362,62,January 1st 1991,1991,January 1st 1991,Pocket Books,1796,The Duchess,6698,170,328
Seth A. Klarman,4.34,,2322,1050,Economics,248,93,October 1st 1991,1991,October 1st 1991,HarperCollins,443,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,4022,99,114
Mark Anthony,3.82,,3707,3148,Dungeons and Dragons,307,247,April 1st 1991,1991,April 1st 1991,TSR,3153,Kindred Spirits,11172,43,917
Bill Watterson,4.72,,9210,2124,Sequential Art,128,11,1991,1991,1991,Andrews McMeel Publishing,501,"Scientific Progress Goes ""Boink""",11887,200,41
Melanie Rawn,4.01,,4015,3708,Fantasy,592,163,September 3rd 1991,1991,September 3rd 1991,DAW,2336,Stronghold,10748,67,526
Nora Roberts,3.89,RITA Award by Romance Writers of America Nominee for Single Title Contemporary Romance (1992),2982,3319,Romance,521,85,August 1st 1991,1991,August 1st 1991,Bantam,2704,Genuine Lies,9645,242,555
Alvin Schwartz,4.22,,5042,2639,Horror,128,137,1991,1991,1991,"Scholastic, Inc.",1763,Scary Stories 3: More Tales to Chill Your Bones,9939,377,358
Bill Watterson,4.71,,10244,2490,Humor,128,13,1991,1991,1991,Turtleback Books,594,The Revenge of the Baby-Sat,13385,210,44
Harlan Coben,3.61,,1793,3375,Mystery,391,213,September 1st 1991,1991,September 1st 1991,British American Publishing,3071,Miracle Cure,9290,859,838
Julie Garwood,4.17,,7056,5197,Romance,373,138,January 1st 1991,1991,January 1st 1991,Pocket Books,2919,The Gift,15835,460,525
Nora Roberts,3.89,RITA Award by Romance Writers of America Nominee for Best Romance of the Year (1992),4406,4969,Romance,512,172,December 1st 1991,1991,December 1st 1991,Bantam,3776,Carnal Innocence,14170,491,847
Sidney Sheldon,3.6,,4180,6494,Fiction,448,611,1991,1991,1991,Doubleday Books,6043,The Doomsday Conspiracy,19388,641,2060
Julie Garwood,4.22,,10890,8030,Romance,408,139,August 1st 1991,1991,August 1st 1991,Pocket Star Books,3922,The Prize,23653,569,672
Laura Joffe Numeroff,4.17,,24243,13681,Childrens,32,658,September 30th 1991,1991,September 30th 1991,HarperCollins,9450,If You Give a Moose a Muffin,50171,872,2139
Alison Weir,4.1,,21086,20254,History,643,999,1991,1991,1991,Grove Press,9454,The Six Wives of Henry VIII,53433,1382,1640
Bret Easton Ellis,3.82,,61111,66182,Fiction,399,9223,33298,1991,Mar-91,Vintage Contemporaries / Random House,39377,American Psycho,190474,8153,14581
Nora Roberts,3.96,,2118,2159,Romance,256,68,1990,1990,1990,Silhouette,1594,Taming Natasha,6231,216,292
Bill Watterson,4.71,,8105,2016,Sequential Art,295,10,1990,1990,1990,Andrews McMeel Publishing,488,Weirdos from Another Planet!,10653,192,34
Barbara Ann Kipfer,4.05,,1145,631,Nonfiction,610,107,January 4th 1990,1990,January 4th 1990,Workman Publishing Company,417,"14,000 Things to Be Happy About",2440,193,140
Carolyn B. Mitchell,3.97,,3089,3050,Food and Drink,736,145,October 15th 1990,1990,October 15th 1990,Touchstone,1981,Sundays at Moosewood Restaurant,8725,74,460
Sandra Brown,3.98,,3681,4191,Romance,448,131,June 1st 1990,1990,June 1st 1990,Grand Central Publishing,2468,Mirror Image,10984,603,513
Sherrilyn Kenyon,4.13,,3410,2145,Fantasy,21,188,1990,1990,1990,Sherrilyn Kenyon,1297,The Beginning,7347,169,307
V.C. Andrews,3.87,,4953,4303,Fiction,416,209,November 1st 1990,1990,November 1st 1990,Pocket Books,3968,Dawn,14543,271,1110
Johanna Lindsey,4.23,,8292,5676,Romance,426,154,1990,1990,1990,Avon,2822,Gentle Rogue,17471,604,527
Raymond E. Feist,4.28,,11018,7736,Fantasy,827,115,1990,1990,1990,Grafton,3314,Servant of the Empire,22708,298,525
Charlaine Harris,3.67,Agatha Award Nominee for Best Novel (1990),5079,8395,Mystery,175,416,December 1st 1990,1990,December 1st 1990,Walker & Company,8182,Real Murders,23883,1725,1811
Andy Goldsworthy,3.9,,10586,5763,Art,120,1789,September 1st 1990,1990,September 1st 1990,Harry N. Abrams,4042,Andy Goldsworthy: A Collaboration with Nature,23949,111,1769
Mihaly Csikszentmihalyi,4.1,,15155,12868,Psychology,303,724,January 1st 1990,1990,January 1st 1990,Harper Perennial,6182,Flow: The Psychology of Optimal Experience,36530,1723,1601
Dr. Seuss,4.35,,161316,67328,Childrens,44,4041,January 22nd 1990,1990,January 22nd 1990,Random House Books for Young Readers,35644,"Oh, The Places You'll Go!",277077,4329,8748
Harriet Lerner,4.05,,2682,2346,Psychology,255,100,January 1st 1989,1989,January 1st 1989,William Morrow Paperbacks,1510,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,6905,181,267
Glen Cook,4.09,,2733,3489,Fantasy,311,22,June 15th 1989,1989,June 15th 1989,Tor Fantasy,1573,Shadow Games,8000,173,183
Bill Watterson,4.7,,8089,1999,Sequential Art,126,14,32568,1989,Mar-89,Andrews McMeel Publishing,527,Yukon Ho!,10662,218,33
Mike Thaler,4.18,,5246,2718,Childrens,32,105,November 1st 1989,1989,November 1st 1989,Scholastic Paperbacks,2098,The Teacher from the Black Lagoon,10616,178,449
عباس معروفی,4.1,,3545,2880,Novels,352,184,1989,1989,1989,ققنوس,1388,سمفونی مردگان,8361,683,364
Mercedes Lackey,4.17,,5839,4688,Fantasy,279,40,January 3rd 1989,1989,January 3rd 1989,DAW,2680,Oathbreakers,13640,117,393
Bill Watterson,4.67,,14412,3547,Sequential Art,128,60,1989,1989,1989,Andrews McMeel Publishing,1085,The Calvin and Hobbes Lazy Sunday Book,19268,202,164
Margaret Weis,3.78,,1558,1939,Fantasy,444,104,December 1st 1988,1988,December 1st 1988,Spectra Books,1610,The Will of the Wanderer,5635,58,424
James  Marshall,4.05,,3917,2410,Childrens,32,108,September 30th 1988,1988,September 30th 1988,Dial Books,2182,Goldilocks and the Three Bears,9099,424,482
Bill Watterson,4.7,,8732,2196,Sequential Art,128,12,1988,1988,1988,Turtleback Books,523,Something Under the Bed is Drooling,11507,225,44
Mercedes Lackey,4.09,,4825,4185,Fantasy,302,62,July 5th 1988,1988,July 5th 1988,DAW,2705,The Oathbound,12215,200,438
David Markson,3.99,,1686,1576,Fiction,279,127,May 1st 1988,1988,May 1st 1988,Dalkey Archive Press,779,Wittgenstein's Mistress,4451,537,283
Clive Cussler,3.93,,3383,5207,Fiction,547,53,November 1st 1988,1988,November 1st 1988,Pocket Books,3319,Treasure,12359,243,397
Rose Levy Beranbaum,4.2,,4930,2616,Food and Drink,592,189,September 20th 1988,1988,September 20th 1988,William Morrow Cookbooks,1644,The Cake Bible,9753,140,374
Joseph Campbell,4.3,,18815,11262,History,320,420,June 1st 1988,1988,June 1st 1988,Anchor Doubleday,4731,The Power of Myth,36226,1405,998
J.R.R. Tolkien,3.96,,718,685,Fantasy,455,21,1987,1987,1987,Unwin Paperbacks,538,The Lost Road and Other Writings,2064,52,102
Margaret Weis,3.86,,2523,2226,Fantasy,365,54,October 1st 1987,1987,October 1st 1987,Wizards of the Coast,2307,Love and War,7659,29,549
Carolyn G. Hart,3.86,,2154,2531,Mystery,195,119,31809,1987,Feb-87,Crimeline,1999,Death On Demand,7214,301,411
Gilles Deleuze,4.29,,2569,1332,Philosophy,632,94,1987,1987,1987,University of Minnesota Press,590,A Thousand Plateaus: Capitalism and Schizophrenia,4744,188,159
Naguib Mahfouz,4.03,,2035,1534,Novels,216,117,1987,1987,1987,مكتبة مصر,975,حديث الصباح والمساء,4953,449,292
Leigh Nichols,3.77,,3221,4022,Horror,436,189,31809,1987,Feb-87,Avon Books,3739,Shadowfires,11980,273,809
Bill Watterson,4.6,,91438,23631,Sequential Art,127,1248,1987,1987,1987,Andrews McMeel Publishing,8308,Calvin and Hobbes,126320,753,1695
Alfred V. Aho,4.06,,994,873,Science,796,43,1986,1986,1986,Addison-Wesley Publishing Company,476,"Compilers: Principles, Techniques, and Tools",2500,50,114
Arthur Yorinks,3.87,,1883,1648,Childrens,32,155,November 1st 1986,1986,November 1st 1986,"Farrar, Straus and Giroux",1344,"Hey, Al",5424,476,394
Robert Jay Lifton,4.08,,1263,894,History,561,78,1986,1986,1986,Basic Books,554,The Nazi Doctors: Medical Killing and the Psychology of Genocide,2912,95,123
Danielle Steel,3.82,,1554,1706,Romance,436,84,January 1st 1986,1986,January 1st 1986,Little Brown and Company,1575,Wanderlust,5248,156,329
Christopher Pike,3.64,,1360,1761,Young Adult,192,100,May 1st 1986,1986,May 1st 1986,Avon,2167,Chain Letter,5900,254,512
Jennifer Roberson,3.98,,2419,2554,Fantasy,286,88,31656,1986,Sep-86,DAW Books,1624,Sword-Dancer,7011,185,326
Clive Cussler,3.86,,2885,4787,Adventure,473,59,December 1st 1986,1986,December 1st 1986,Pocket Books,3475,Cyclops,11635,233,429
August Wilson,3.85,,4221,5145,Plays,101,287,June 1st 1986,1986,June 1st 1986,Plume Books,3478,Fences,14137,979,1006
Charles Bukowski,4.26,,5357,3774,Poetry,320,135,June 5th 1986,1986,June 5th 1986,Black Sparrow Press,1542,You Get So Alone at Times That it Just Makes Sense,11095,474,287
Sidney Sheldon,4.02,,18255,19056,Fiction,501,510,1985,1985,1985,"William Morrow and Co., Inc.",11238,If Tomorrow Comes,51187,1716,2128
Gerald M. Weinberg,4.02,,1096,881,Business,228,61,January 1st 1985,1985,January 1st 1985,"Dorset House Publishing Company, Incorporated",547,The Secrets of Consulting: A Guide to Giving and Getting Advice Successfully,2738,49,153
John Saul,3.83,,1715,1890,Horror,342,63,1985,1985,1985,Bantam,1746,Brain Child,5790,71,376
Harry Harrison,3.95,,2114,2739,Science Fiction,219,66,September 1st 1985,1985,September 1st 1985,Spectra Books,1723,A Stainless Steel Rat is Born,6928,137,286
Berkeley Breathed,4.39,,3032,1580,Humor,96,62,April 1st 1984,1984,April 1st 1984,Little Brown and Company,575,'Toons for Our Times: A Bloom County Book of Heavy Meadow Rump 'n Roll,5339,25,90
Michael Moorcock,4.09,,1633,1440,Fantasy,374,58,30560,1983,Sep-83,Doubleday Books,739,The Elric Saga Part I,4046,115,176
Sandra Boynton,4.01,,1910,1401,Childrens,14,71,October 11th 1984,1984,October 11th 1984,Little Simon,1091,Doggies: A Counting and Barking Book,4762,204,289
Sam Shepard,4.18,,2059,1745,Drama,336,61,May 1st 1984,1984,May 1st 1984,Dial Press Trade Paperback,737,Seven Plays,4745,105,143
محمد عفيفي,3.95,,1145,1068,Novels,156,102,1984,1984,1984,دار الشروق,614,ترانيم في ظل تمارا,3121,571,192
Sandra Boynton,4.2,,4388,2407,Childrens,14,124,October 11th 1984,1984,October 11th 1984,Little Simon,1618,"Blue Hat, Green Hat",8871,325,334
Dr. Seuss,4.18,,5216,3245,Childrens,42,116,January 12th 1984,1984,January 12th 1984,New York: Random House,1979,The Butter Battle Book,11027,511,471
David Keirsey,4.1,,3293,2765,Psychology,210,101,January 1st 1984,1984,January 1st 1984,"Prometheus Nemesis Book Company, Incorporated",1518,Please Understand Me : Character and Temperament Types,8003,185,326
John Gribbin,4.01,,5237,5652,Science,320,212,30926,1984,Sep-84,Bantam Books,3192,In Search of Schrödinger's Cat: Quantum Physics and Reality,14923,371,630
Audre Lorde,4.47,,6668,2681,Feminism,190,119,June 1st 1984,1984,June 1st 1984,Crossing Press,912,Sister Outsider: Essays and Speeches,10581,495,201
David Eddings,4.18,,33990,26389,Fantasy,384,733,January 1st 1984,1984,January 1st 1984,Ballantine,13111,Enchanters' End Game,76805,733,2582
Marilyn Sadler,4.25,,2396,1005,Childrens,48,68,September 12th 1983,1983,September 12th 1983,Random House Books for Young Readers,778,It's Not Easy Being a Bunny,4398,137,151
Mercer Mayer,4.16,,2505,1287,Childrens,23,48,1983,1983,1983,Golden,1134,Me Too!,5180,61,206
James Herbert,3.98,,1661,1556,Horror,482,40,1983,1983,1983,MacMillan General Books,1128,Domain,4628,140,243
Søren Kierkegaard,4.21,,2074,1386,Philosophy,420,47,June 1st 1983,1983,June 1st 1983,Princeton University Press,702,Fear and Trembling/Repetition,4357,93,148
Douglas Adams,3.94,,1149,1199,Humor,191,35,November 1st 1983,1983,November 1st 1983,MacMillan General Books,851,The Meaning of Liff,3432,136,198
Danielle Steel,3.74,,1500,1791,Romance,311,88,August 1st 1983,1983,August 1st 1983,Delacorte Press,1897,Changes,5683,107,407
William Peter Blatty,3.72,,2112,2491,Horror,269,238,January 1st 1983,1983,January 1st 1983,Simon & Schuster,2254,Legion,7744,294,649
Clive Cussler,3.77,,4169,6197,Adventure,270,241,January 1st 1983,1983,January 1st 1983,Bantam,5297,Pacific Vortex!,16892,539,988
David Brin,4.04,,9563,9915,Science Fiction,458,314,September 1st 1983,1983,September 1st 1983,Bantam Spectra,5219,Startide Rising,26141,544,1130
David Eddings,4.13,,31093,27302,Fantasy,305,644,30468,1983,Jun-83,Del Rey,14022,Magician's Gambit,75563,743,2502
Tim Reiterman,4.31,,765,535,Nonfiction,622,13,1982,1982,1982,Dutton Adult,183,Raven: The Untold Story of the Rev. Jim Jones and His People,1533,187,37
Gene Wolfe,4.15,,2957,2183,Fantasy,279,90,1981,1981,1981,Timescape Books,1121,The Sword of the Lictor,6624,151,273
Gary Larson,4.43,,4891,2304,Sequential Art,104,49,September 1st 1982,1982,September 1st 1982,Andrews McMeel Publishing,955,The Far Side,8320,42,121
William Kotzwinkle,4.17,,4560,2578,Science Fiction,246,163,June 1st 1982,1982,June 1st 1982,Berkley,1652,E.T. the Extra-Terrestrial in His Adventure on Earth,9347,96,394
Sandra Boynton,4.22,,6059,3480,Childrens,14,184,November 30th 1982,1982,November 30th 1982,Little Simon,1973,But Not the Hippopotamus,12139,318,443
Stephen King,4.52,,9147,4315,Fiction,181,22,1982,1982,1982,Thorndike Press,1132,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,14756,926,140
Audre Lorde,4.22,,5134,3326,Feminism,264,223,January 1st 1982,1982,January 1st 1982,Crossing Press,1433,Zami: A New Spelling of My Name,10474,451,358
Sandra Boynton,4.22,,10889,6157,Childrens,14,285,November 30th 1982,1982,November 30th 1982,Little Simon,3713,The Going-To-Bed Book,21812,488,768
